fixture_id,mac,board,chip_revision,flash_mb,psram_mb,status,firmware_rev,firmware_sha256,battery_chemistry,battery_capacity_mah,charge_limit_ma,ota_profile,ota_verified,role,install_location,first_seen_utc,last_verified_utc,notes
F2BEA4,68:EE:8F:F2:BE:A4,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:12:10Z,2026-08-10T22:36:20Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F2BEB4,68:EE:8F:F2:BE:B4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:23Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BED4,68:EE:8F:F2:BE:D4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:11:49Z,2026-08-16T18:49:15Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BEE4,68:EE:8F:F2:BE:E4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-16T20:40:12Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BEF4,68:EE:8F:F2:BE:F4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:20Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BF54,68:EE:8F:F2:BF:54,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T04:03:17Z,2026-08-16T20:39:44Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BF5C,68:EE:8F:F2:BF:5C,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:05:11Z,2026-08-10T23:46:01Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F2BF60,68:EE:8F:F2:BF:60,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:48:40Z,2026-08-17T01:49:32Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BF8C,68:EE:8F:F2:BF:8C,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-11T00:51:45Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F2BF90,68:EE:8F:F2:BF:90,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:00Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BFA0,68:EE:8F:F2:BF:A0,PowerFeather V2,0.2,8,2,commissioned,led-studio-2026-07-29.3,ED2CB3DA07A6F18363D1273B6D2124D0858B4F8FDA7651690215F9A2058424E9,Generic_LFP,6000,500,WonkyHouse,true,interactive_demo,TN enclosure,2026-07-27T18:58:00Z,2026-07-30T02:21:42Z,Nonblocking sensor-reactive RGBW studio passed; MSA311/BMP581/TMF8820 live; WiFi RSSI and request latency exposed; observed DHCP 10.0.0.200; net-bench .4 rollback artifact retained
F2BFE0,68:EE:8F:F2:BF:E0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:27:13Z,2026-08-17T01:28:36Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BFEC,68:EE:8F:F2:BF:EC,PowerFeather V2,0.2,8,2,enumerated,led-studio-2026-08-01.3,F451B0C6E9015C1340801FDA5F0732C2197479208BEE437EED742EF9FBCABF50,Generic_LFP,6000,500,ResonanceBench+BenPhone,true,perimeter_demo,NC perimeter light 3 (HEX + gobo + VL53L5CX),2026-08-02T02:45:00Z,2026-08-02T04:05:30Z,Nevada City first-three build; same image as F3FD88; mdns ledstudio-f2bfec.local
F3FC8C,68:EE:8F:F3:FC:8C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:18Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F3FC90,68:EE:8F:F3:FC:90,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-16T20:35:46Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F3FC9C,68:EE:8F:F3:FC:9C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F3FD28,68:EE:8F:F3:FD:28,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:27:13Z,2026-08-17T01:29:04Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F3FD50,68:EE:8F:F3:FD:50,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:29Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F3FD60,68:EE:8F:F3:FD:60,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:31:01Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F3FD7C,68:EE:8F:F3:FD:7C,PowerFeather V2,0.2,8,2,enumerated,net-bench-2026-08-06.4,418DDE5E7CFFEBBC048B170E4F42A2BCAD433A89F26BA778F67784E9C4A5DF55,Generic_LFP,6000,500,BubbyNet,true,capbank_probe,NC rev-1 3P capbank bench,2026-07-27T21:46:07Z,2026-08-06T22:43:32Z,USB preflight reverified 20:4017 flash and 2 MB PSRAM eFuse; BubbyNet USB flash plus no-touch OTA recovery passed; battery-installed boosted strikes passed 5-50 ms and 10x20 ms endurance cold; radio-quiet 8/12/20/35/50 ms DMA waveforms captured at 40.318 ksps/channel with no reset or overflow; keep on bench for transient and dual-source root cause
F3FD88,68:EE:8F:F3:FD:88,PowerFeather V2,0.2,8,2,enumerated,led-studio-2026-08-01.3,F451B0C6E9015C1340801FDA5F0732C2197479208BEE437EED742EF9FBCABF50,Generic_LFP,6000,500,ResonanceBench+BenPhone,true,perimeter_demo,NC perimeter light 1 (HEX + gobo + VL53L5CX),2026-08-02T02:45:00Z,2026-08-02T04:05:30Z,"Nevada City first-three build; l5cx gobo demo image with CORS + host-tagged /state; dual-SSID boot preference (bench AP ResonanceBench, fallback BenPhone); mdns ledstudio-f3fd88.local"
F40174,68:EE:8F:F4:01:74,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:20:52Z,2026-08-16T19:06:06Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F4019C,68:EE:8F:F4:01:9C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:20Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F401A8,68:EE:8F:F4:01:A8,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T19:11:49Z,2026-07-30T20:44:54Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F401CC,68:EE:8F:F4:01:CC,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F401DC,68:EE:8F:F4:01:DC,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:18:57Z,2026-08-17T01:19:45Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F40254,68:EE:8F:F4:02:54,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T21:46:07Z,2026-07-30T20:45:19Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F40268,68:EE:8F:F4:02:68,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T04:03:17Z,2026-08-11T00:50:00Z,USB production flash and Party endpoint passed; reset only recovered TMF measurement start with untouched cable; MSA/TMF/BMP healthy
F402A4,68:EE:8F:F4:02:A4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:27:13Z,2026-08-17T01:28:50Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F402A8,68:EE:8F:F4:02:A8,PowerFeather V2,0.2,8,2,commission_failed,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T00:50:45Z,2026-08-17T00:51:22Z,"charge cap is 100 mA, expected 2000"
F402B4,68:EE:8F:F4:02:B4,PowerFeather V2,0.2,8,2,quarantined,,,Generic_LFP,6000,500,WonkyHouse,false,,,2026-07-27T19:20:52Z,2026-08-06T21:18:05Z,"Quarantined 2026-08-06: passed 20:4017 flash preflight, probe upload, and unboosted 5 ms test; later entered invalid-header loop with unreadable JEDEC flash before the 12 V boost was energized while attached; ROM/USB remained responsive"
F402B8,68:EE:8F:F4:02:B8,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:05Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F402C4,68:EE:8F:F4:02:C4,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T19:11:49Z,2026-07-30T20:44:49Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F402D0,68:EE:8F:F4:02:D0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T18:49:13Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F402F4,68:EE:8F:F4:02:F4,PowerFeather V2,0.2,8,2,quarantined,,,Generic_LFP,6000,500,WonkyHouse,false,,,2026-07-27T21:46:07Z,2026-08-06T21:18:05Z,Quarantined 2026-08-06: invalid-header loop and unreadable JEDEC flash; ROM/USB and RAM stub remained responsive; no energized 12 V boost exposure while attached; root cause open
F40308,68:EE:8F:F4:03:08,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-17T00:46:45Z,,"charge cap is 100 mA, expected 2000"
F40310,68:EE:8F:F4:03:10,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:25Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F40314,68:EE:8F:F4:03:14,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:26:20Z,2026-08-17T01:27:09Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F4031C,68:EE:8F:F4:03:1C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:53:14Z,2026-08-16T19:06:04Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F40330,68:EE:8F:F4:03:30,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:20:52Z,2026-08-16T19:49:24Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F40344,68:EE:8F:F4:03:44,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T21:46:07Z,2026-07-30T20:45:31Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F40348,68:EE:8F:F4:03:48,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T00:50:45Z,2026-08-17T00:51:58Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F40350,68:EE:8F:F4:03:50,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T21:46:07Z,2026-07-30T20:45:25Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F40358,68:EE:8F:F4:03:58,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T19:05:57Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F4035C,68:EE:8F:F4:03:5C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T00:50:45Z,2026-08-17T00:51:43Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F40364,68:EE:8F:F4:03:64,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-11T00:51:45Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F40380,68:EE:8F:F4:03:80,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:11:49Z,2026-08-16T18:49:07Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F40384,68:EE:8F:F4:03:84,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:12:10Z,2026-08-10T23:41:47Z,USB production flash and Party endpoint passed after first STEMMA connection reseat and reset; MSA/TMF/BMP healthy
F403F0,68:EE:8F:F4:03:F0,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T21:46:07Z,2026-07-30T20:45:16Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F40414,68:EE:8F:F4:04:14,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-17T01:47:47Z,,PowerFeather Board.init did not pass
F40424,68:EE:8F:F4:04:24,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T19:05:53Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F4042C,68:EE:8F:F4:04:2C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T18:58:00Z,2026-08-16T19:05:55Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F40438,68:EE:8F:F4:04:38,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:09Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F4044C,68:EE:8F:F4:04:4C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:53:14Z,2026-08-16T18:49:09Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
